User	DL	UD	RD	ES	PT	UP	PM	BL	UB	BM	UR	RM	Total
Acropolis now	0	0	0	0	3	0	0	0	0	0	0	0	3
Acroterion	45955	142	238	0	961	21	56	3779	66	172	0	23	51413
Adam Bishop	3653	18	0	0	46	14	2	122	22	0	0	1	3878
Adambiswanger1	75	0	0	0	15	4	0	48	1	0	0	0	143
Adambro	1907	18	3	0	57	1	7	239	6	9	0	5	2252
Adashiel	362	51	0	0	51	33	1	369	29	0	0	0	896
Addshore	765	11	0	0	4	1	11	238	8	7	0	6	1051
AdjustShift	164	0	0	0	17	1	1	551	2	29	0	2	767
Admiral Norton	380	6	0	0	6	0	0	6	0	0	0	2	400
Admrboltz	3255	6	2	0	43	15	1	384	14	5	0	2	3727
Aecis	3805	39	0	0	91	5	0	163	3	0	0	0	4106
Aervanath	1945	304	0	0	44	5	6	52	10	2	0	0	2368
After Midnight	52872	354	0	0	32	7	0	61	6	0	0	0	53332
Agathoclea	1188	55	1	0	52	5	4	172	16	1	0	1	1495
Ahoerstemeier	13562	107	0	0	43	5	1	2022	11	2	0	0	15753
Airplaneman	4182	75	28	0	512	23	106	116	0	2	0	6	5050
Ais523	299	16	0	0	16	3	0	8	6	0	0	0	348
Aitias	3438	68	0	0	224	18	298	1224	78	51	0	74	5473
Akhilleus	858	4	0	0	45	3	4	432	30	1	0	0	1377
Akradecki	5185	53	0	0	168	3	3	304	22	31	0	0	5769
Aksi great	1926	12	0	0	28	9	1	591	30	0	0	0	2597
Al Ameer son	39	3	0	0	7	2	3	6	1	0	0	1	62
Alai	1393	17	0	0	10	3	0	42	3	0	0	0	1468
AlainV	1	0	0	0	0	0	0	0	0	0	0	0	1
Alasdair	547	3	0	0	11	1	0	227	11	1	0	0	801
Aldux	124	1	0	0	170	36	0	201	18	0	0	0	550
Ale jrb	1472	10	0	0	7	1	0	423	27	1	0	4	1945
Alex Bakharev	1754	156	3	0	511	47	54	1842	185	6	0	0	4558
Alex S	34	4	0	0	0	0	0	0	0	0	0	0	38
Alex Shih	312	3	0	0	12	5	0	41	0	0	0	0	373
Alex.muller	567	25	5	0	24	1	3	311	15	0	0	11	962
Alex756	2	0	0	0	0	0	0	0	0	0	0	0	2
AlexandrDmitri	2432	10	8	0	18	1	4	386	4	13	0	7	2883
Alexandria	2625	23	11	0	88	5	18	522	36	25	0	1	3354
Alexf	29213	192	316	0	439	12	88	10863	51	61	0	0	41235
AlexiusHoratius	214	0	0	0	1193	17	280	538	0	10	0	0	2252
Alhutch	621	3	0	0	15	6	0	175	9	0	0	0	829
Alison	2749	194	323	180	1379	201	223	6076	378	117	0	83	11903
AlisonW	488	11	0	0	57	5	2	127	10	0	0	0	700
AlistairMcMillan	264	22	0	0	17	1	0	65	4	0	0	0	373
AliveFreeHappy	222	1	0	0	3	0	0	6	0	0	0	0	232
Alkivar	2396	136	0	0	252	27	9	470	41	0	0	0	3331
Allen3	11394	76	6	0	380	55	18	148	5	0	0	1	12083
AllyUnion	2242	47	0	0	100	11	1	39	11	1	0	0	2452
Alphachimp	6552	108	0	0	292	146	1	3926	118	2	0	0	11145
Altenmann	5195	267	0	0	287	65	24	1303	100	5	0	0	7246
Alteripse	2	0	0	0	3	1	0	14	1	0	0	0	21
Alvestrand	458	29	0	0	8	4	0	56	4	2	0	0	561
Amalas	1220	2	0	0	4	52	0	0	0	0	0	0	1278
Amalthea	3776	197	11	0	138	111	100	487	55	79	0	89	5043
Amatulic	1272	20	11	0	264	7	65	766	15	30	0	9	2459
Amberrock	550	7	0	0	19	3	0	115	9	0	0	0	703
Amcaja	54	3	0	0	0	1	0	58	2	0	0	0	118
Ameliorate!	390	6	0	0	46	3	2	127	8	1	0	2	585
AmiDaniel	2805	138	0	0	165	44	2	752	126	1	0	1	4034
Amire80	448	44	0	0	10	2	1	36	5	1	0	1	548
Amophar	0	0	0	0	1	0	0	0	0	0	0	0	1
Amorymeltzer	4248	77	6	0	40	7	5	421	8	23	0	47	4882
Ams80	12	0	0	0	0	0	0	0	0	0	0	0	12
Anas Salloum	665	5	0	0	1	0	0	351	2	0	0	0	1024
Ancheta Wis	17	3	1	0	1	0	0	10	0	0	0	0	32
Andonic	435	29	0	0	341	36	50	1366	52	0	0	4	2313
Andre Engels	2	0	0	0	0	0	0	1	0	0	0	0	3
Andres	3	4	0	0	1	0	0	0	0	0	0	0	8
Andrevan	713	93	1	0	23	12	0	91	30	1	1228	68	2260
Andrew Levine	718	15	0	0	19	2	0	34	6	0	0	0	794
Andrew Norman	48	1	0	0	27	2	0	75	7	0	0	0	160
Andrew Yong	24	7	0	0	0	0	0	0	0	0	0	0	31
Andrew c	1449	65	4	0	39	3	2	125	8	2	0	3	1700
Andrewa	219	8	0	0	0	0	0	0	0	0	0	0	227
Andris	17	0	0	0	0	0	0	0	0	0	0	0	17
Android79	3349	27	0	0	56	13	0	260	29	0	0	0	3734
Andrwsc	8381	117	2	0	86	55	11	133	2	1	0	0	8788
AndyZ	912	12	0	0	0	0	0	113	4	0	0	0	1041
AnemoneProjectors	3037	417	112	0	233	60	16	350	2	17	0	1	4245
Anetode	9520	359	1	0	263	14	8	1292	61	0	0	8	11526
AngelOfSadness	1037	2	0	0	44	2	5	134	14	1	0	0	1239
Angela	2358	43	0	0	5	2	0	59	30	0	158	7	2662
Angelo.romano	1093	122	0	0	161	19	16	90	2	2	0	0	1505
Angr	34506	216	3	0	217	53	35	816	29	5	0	0	35880
Angusmclellan	20881	228	3	0	14	2	1	74	10	2	0	17	21232
AniMate	300	8	18	0	18	2	1	130	13	17	0	3	510
Animum	1926	276	2	0	227	29	56	1714	319	4	0	28	4581
Anomie	72	3	1	0	120	0	69	10	4	9357	0	1	9637
AnonEMouse	146	26	0	0	30	4	2	122	9	0	0	0	339
Anonymous Dissident	1503	45	0	0	385	34	59	502	14	7	709	68	3326
Anonymous editor	481	1	0	0	57	16	0	431	32	0	0	0	1018
Antandrus	7677	27	24	0	440	58	42	5793	357	104	0	3	14525
Anthere	38	1	0	0	4	4	0	4	2	0	0	2	55
Anthony Appleyard	32553	5936	0	0	126	10	33	1	0	0	0	0	38659
Anthony Bradbury	19647	89	2	0	80	3	5	1805	42	46	0	6	21725
AntiAbuseBot	54	0	7	0	0	0	46	1105	2	21	0	0	1235
AntonioMartin	11	5	0	0	12	5	2	5	18	0	0	0	58
Apokryltaros	0	0	0	0	1	0	0	0	0	0	0	0	1
Appraiser	323	6	0	0	5	0	0	1	0	0	0	0	335
Aqwis	237	29	0	0	76	6	29	55	2	0	0	8	442
Aranel	1087	18	0	0	13	0	0	24	3	0	0	0	1145
Arbitrarily0	1946	239	0	0	43	1	10	0	0	0	0	117	2356
Arcadian	348	33	0	0	33	1	0	78	5	0	0	0	498
Archtransit	5	2	0	0	13	2	1	17	15	0	0	0	55
Arctic.gnome	344	67	0	0	25	5	3	26	1	2	0	2	475
Aris Katsaris	6	0	0	0	1	0	0	0	0	0	0	0	7
Arjun01	567	6	0	0	118	23	0	422	14	3	0	0	1153
Arminius	130	1	0	0	7	3	0	14	2	0	0	0	157
ArnoldReinhold	247	2	0	0	7	2	2	7	2	1	0	0	270
Arsenikk	271	2	0	0	2	0	0	1	0	0	0	1	277
Art LaPella	76	2	0	0	0	0	0	0	0	0	0	0	78
Arthur Rubin	530	59	51	0	50	11	6	437	51	14	0	2	1211
Aruk Besadii Aora	0	0	0	0	2	0	0	0	0	0	0	0	2
Arvindn	17	0	0	0	1	1	0	0	0	0	0	0	19
Arwel Parry	148	8	0	0	41	8	0	682	39	1	0	0	927
Asbestos	72	2	0	0	0	0	0	25	3	0	0	0	102
Asterion	97	7	0	0	72	8	3	126	15	0	0	1	329
AstroNomer	0	0	0	0	0	0	0	2	0	0	0	0	2
Astronautics	524	6	0	0	35	41	0	139	137	0	0	0	882
Atama	2412	45	27	0	36	7	3	192	72	20	0	1	2815
Athaenara	111689	428	0	0	36	2	2	54	6	2	0	0	112219
Atlant	92	1	0	0	11	0	0	573	20	2	0	0	699
AuburnPilot	3061	223	6	0	512	68	53	1148	140	25	0	20	5256
Audacity	23	2	0	0	2	1	0	1	1	0	0	0	30
Aude	1193	40	0	0	48	11	6	518	17	1	0	2	1836
Auntof6	0	0	0	0	0	0	0	0	0	0	0	1	1
Ausir	26	2	0	0	1	0	0	1	0	0	0	0	30
Avraham	1669	160	107	220	210	42	23	1355	137	87	503	160	4673
Awiseman	20	2	0	0	15	0	0	9	0	0	0	0	46
Awolf002	13	0	0	0	0	0	0	2	0	0	0	0	15
AxelBoldt	45	8	0	0	10	1	0	0	0	0	0	0	64
AzaToth	1900	133	8	0	124	43	34	172	26	1	0	8	2449
B	15270	262	32	0	331	28	37	886	106	12	0	13	16977
BD2412	5129	3148	4	0	59	15	3	242	24	4	0	0	8628
BOZ	42	428	0	0	54	6	9	2	0	0	0	0	541
Babajobu	298	3	0	0	1	1	0	21	3	2	0	0	329
Baboon Faceless	0	0	0	0	2	0	0	0	0	0	0	0	2
Backslash Forwardslash	4355	92	0	0	89	4	12	403	6	61	0	7	5029
Bahamut0013	1	0	0	0	1	0	0	0	0	0	0	1	3
Balloonman	370	15	0	0	14	2	2	53	8	4	0	2	470
Banes	62	7	0	0	2	0	0	158	2	0	0	0	231
Banno	10	5	0	0	9	2	0	50	2	0	0	0	78
BanyanTree	2270	69	1	0	204	245	6	412	11	0	0	0	3218
Barek	389	15	86	0	166	1	27	629	10	70	0	0	1393
Barneca	1231	47	0	0	110	11	14	1013	46	19	0	1	2492
Barneca sock 1	0	0	0	0	1	0	0	0	0	0	0	0	1
BaronLarf	211	26	0	0	26	1	1	190	1	2	0	0	458
Barras	1	0	0	0	0	0	0	5	0	0	0	0	6
Bastique	362	95	9	3	48	8	5	121	51	0	11	51	764
Bazonka	0	0	0	0	1	0	0	0	0	0	0	0	1
Bbatsell	391	9	0	0	18	2	0	350	18	0	0	0	788
Bcorr	131	9	0	0	10	1	0	67	10	0	2	1	231
Bdesham	27	0	0	0	3	0	0	0	0	0	0	0	30
Bduke	266	18	0	0	26	8	3	30	0	0	0	0	351
Bearcat	8001	400	17	0	256	19	9	99	8	2	0	0	8811
Bearian	1674	22	0	0	356	7	8	795	39	5	0	1	2907
Bedford	9	3	0	0	50	0	4	5	2	0	0	0	73
Beeblebrox	5528	51	96	1	800	21	98	1781	229	265	0	11	8881
Beetstra	1109	102	8	0	142	28	20	706	52	34	0	2	2203
Bel123456	0	0	0	0	1	0	0	0	0	0	0	0	1
Beland	198	1	0	0	14	12	1	11	0	0	0	0	237
Bellhalla	22	2	0	0	0	0	0	0	0	0	0	0	24
Ben MacDui	971	8	0	0	21	0	1	26	1	0	0	0	1028
Bencherlite	5494	155	28	0	239	9	25	648	10	19	0	18	6645
Bencmq	1	0	0	0	0	0	0	0	0	0	0	0	1
Berig	28	0	0	0	2	0	2	10	0	0	0	2	44
Betacommand	7463	46	0	0	76	379	0	3297	120	0	0	0	11381
Bettia	646	17	0	0	24	2	0	11	1	2	0	0	703
Bhadani	1305	7	0	0	95	19	1	478	10	0	0	0	1915
Bibliomaniac15	4437	28	0	0	240	34	25	1477	23	6	978	71	7319
BigDom	518	8	0	0	1	0	0	0	0	0	0	0	527
BigHaz	3194	2	0	0	8	6	0	33	2	0	0	0	3245
BigrTex	960	10	0	0	2	0	0	1	0	0	0	0	973
Bigtimepeace	566	9	0	0	5	1	1	81	4	2	0	1	670
Bill	0	0	0	0	1	0	0	0	0	0	0	0	1
Billinghurst	1323	12	0	0	9	0	0	34	4	3	0	3	1388
BillyH	48	2	0	0	0	1	0	1	0	0	0	0	52
BirgitteSB	176	7	0	0	0	0	0	2	1	0	0	1	187
Bishonen	601	77	0	0	214	48	11	584	210	3	0	0	1748
Bishzilla	53	11	0	0	16	2	2	24	6	0	0	5	119
Bjarki S	92	0	0	0	2	1	0	41	4	0	0	0	140
Bjelleklang	646	7	0	0	4	0	3	12	2	0	0	0	674
Bkell	1467	31	8	0	16	2	0	3	0	0	0	0	1527
Bkonrad	935	156	4	0	9	0	0	160	2	0	0	0	1266
Black Falcon	5937	84	0	0	3	1	0	29	1	0	0	0	6055
Black Kite	7042	212	59	0	559	59	78	1729	133	72	0	15	9958
Blankfaze	386	1	0	0	3	2	0	7	1	0	0	0	400
Blood Red Sandman	726	8	10	0	6	0	0	389	14	20	0	1	1174
Blubberboy92	0	0	0	0	1	0	0	0	0	0	0	0	1
Bluemoose	10610	47	0	0	27	10	0	93	18	0	0	0	10805
Blurpeace	377	19	32	0	14	3	4	63	3	2	0	9	526
Bmicomp	404	2	0	0	6	4	0	38	11	0	0	0	465
Bob the Wikipedian	162	5	0	0	31	0	2	1	0	0	0	1	202
Bobak	234	16	0	0	164	6	9	773	11	11	0	0	1224
Bobet	4966	181	0	0	56	18	1	225	10	0	0	0	5457
Bobo192	4961	3	0	0	2	3	0	2	0	0	0	0	4971
Bogdangiusca	3174	66	0	0	28	10	1	108	13	0	0	0	3400
Boing! said Zebedee	4076	60	42	0	93	17	11	287	24	123	0	1	4734
Bongwarrior	13680	71	151	0	995	32	250	8462	40	257	0	5	23943
Bonkers Bobcat	0	0	0	0	1	0	0	0	0	0	0	0	1
Bookofjude	650	27	0	0	29	5	0	85	9	0	0	0	805
Bopped Kia	0	0	0	0	1	0	0	0	0	0	0	0	1
BorgHunter	659	27	0	0	55	19	1	117	28	0	0	0	906
BorgQueen	4135	70	0	0	1338	137	58	3650	169	23	0	0	9580
Borisblue	248	1	0	0	14	39	0	92	8	0	0	0	402
Bovlb	24	2	0	0	14	1	0	29	2	1	0	1	74
BozMo	292	6	2	0	21	3	3	163	18	0	0	0	508
BradBeattie	294	0	0	0	6	0	0	118	3	0	0	0	421
BradPatrick	17	0	0	0	4	0	0	5	0	0	0	0	26
Bradeos Graphon	4880	19	0	0	65	19	3	1214	80	0	0	0	6280
Brandon	3919	78	1	0	138	40	28	862	39	48	0	23	5176
Bratsche	568	16	0	0	18	46	0	145	19	0	0	0	812
Brendanconway	957	23	0	0	26	8	0	87	14	0	0	0	1115
BrendelSignature	4	0	0	0	74	5	4	105	8	0	0	0	200
Brian	11	3	0	0	3	0	1	3	1	0	0	0	22
Brian Kendig	28	3	0	0	5	6	0	2	0	0	0	0	44
Brian0918	932	79	0	0	258	47	4	2144	109	1	0	0	3574
Brianga	2313	9	0	0	1	1	1	469	7	5	0	0	2806
Briangotts	138	7	0	0	1	0	0	7	0	0	0	0	153
Brighterorange	181	12	0	0	1	0	0	21	1	0	0	0	216
Brion VIBBER	194	9	0	0	12	0	1	27	11	0	0	4	258
Brockert	190	51	0	0	3	3	0	31	30	0	0	0	308
BrokenSegue	1364	11	0	0	63	67	0	153	40	0	0	0	1698
Brookie	4316	58	4	0	294	4	4	706	9	41	0	0	5436
BrownHairedGirl	1729	193	0	0	159	8	12	143	18	4	0	0	2266
Bryan Derksen	828	324	0	0	5	7	0	10	0	0	0	2	1176
Bsadowski1	1181	20	872	0	303	8	230	3887	57	830	0	11	7399
Bubba hotep	3312	72	9	0	60	3	7	1052	12	27	0	9	4563
Buchanan-Hermit	514	18	0	0	28	6	0	452	20	0	0	0	1038
Bucketsofg	652	22	0	0	66	6	0	224	8	0	0	0	978
Buckshot06	486	11	0	0	25	0	3	29	1	1	0	0	556
Bumm13	849	42	0	0	6	1	0	32	4	2	0	5	941
Bunchofgrapes	738	10	0	0	62	44	0	203	37	0	0	0	1094
Burgundavia	1105	0	0	0	4	0	0	1	0	0	0	0	1110
Burstorder	0	0	0	0	2	0	0	0	0	0	0	0	2
Butseriouslyfolks	5143	83	0	0	36	3	1	137	15	0	0	0	5418
Bwilkins	4396	45	3	0	139	1	10	284	99	153	0	7	5137
C-3PO	0	0	0	0	3	0	0	0	0	0	0	0	3
C.Fred	13824	121	115	0	312	8	10	2262	45	57	0	1	16755
C12H22O11	1357	5	0	0	49	8	0	47	7	0	0	0	1473
CALR	29	0	0	0	0	0	0	1	0	0	0	0	30
CAT:TEMP deletion bot	2120	0	0	0	0	0	0	0	0	0	0	0	2120
CBDunkerson	3506	64	0	0	683	49	0	32	22	0	0	1	4357
CBM	4498	153	1	0	253	100	24	84	31	4	0	59	5207
CIreland	1716	43	22	0	228	16	32	513	18	24	0	1	2613
CJ	1932	79	0	0	112	22	3	277	18	0	0	3	2446
CJCurrie	436	23	1	0	130	9	2	129	13	0	0	0	743
CJLL Wright	1872	30	0	0	61	3	7	256	4	0	0	0	2233
CLW	13929	54	0	0	3	0	0	26	0	0	0	0	14012
CMBJ	0	0	0	0	1	0	0	0	0	0	0	0	1
COGDEN	65	18	19	0	3	1	0	4	0	1	0	0	111
CRGreathouse	19	0	0	0	3	0	3	1	1	1	0	0	28
CSTAR	58	5	0	0	6	3	0	93	3	0	0	0	168
CT Cooper	1246	433	110	0	393	87	110	447	37	49	0	25	2937
CYD	1	0	0	0	1	0	0	0	0	0	0	0	2
Cactus.man	594	18	0	0	61	34	0	178	10	0	0	0	895
CactusWriter	4452	155	26	0	57	2	0	113	6	7	0	4	4822
Cacycle	187	11	0	0	26	2	1	13	1	0	0	1	242
Cailil	188	4	10	0	34	0	2	107	14	12	0	0	371
Caknuck	2127	9	0	0	287	40	53	802	12	9	0	0	3339
Calliopejen1	5024	141	19	0	12	3	0	15	0	0	0	0	5214
Calmer Waters	14157	11	5	0	72	0	3	359	5	11	0	85	14708
Caltrop	58	22	0	0	0	0	0	8	3	0	0	0	91
CambridgeBayWeather	16927	332	5	0	277	51	144	1130	24	8	0	0	18898
Camembert	12	2	0	0	0	1	0	0	0	0	0	0	15
Camw	580	22	15	0	20	0	3	205	0	10	0	0	855
Can't sleep, clown will eat me	9514	230	0	0	3000	125	133	32088	586	0	0	0	45676
Canadian Paul	1085	39	0	0	20	6	1	26	3	0	0	0	1180
Canadian-Bacon	426	2	0	0	16	3	0	232	5	0	0	0	684
CanadianCaesar	3505	62	0	0	53	14	0	1084	85	0	0	0	4803
Canderson7	1183	11	0	0	18	13	1	220	2	0	0	0	1448
Canley	988	11	0	0	2	1	0	5	0	0	0	0	1007
Canterbury Tail	2382	8	0	0	98	8	11	481	23	18	0	0	3029
Cantthinkofagoodname	2	0	0	0	0	0	0	2	0	0	0	0	4
CapitalR	9226	11481	0	0	19	7	0	49	1	1	0	1	20785
Capitalistroadster	621	1	0	0	3	0	0	25	3	0	0	0	653
Carabinieri	448	7	0	0	4	3	0	3	2	0	0	0	467
Carbonite	188	3	0	0	28	10	0	226	22	0	0	0	477
Carcharoth	45	78	1	0	4	3	1	1	2	0	0	0	135
Caribbean H.Q.	377	16	0	0	75	10	9	259	20	0	0	1	767
Carioca	2984	14	0	0	7	1	1	10	0	0	0	0	3017
Carlosguitar	2924	20	0	0	30	1	3	167	11	0	0	0	3156
Carlossuarez46	10703	138	0	0	30	2	0	69	6	1	0	0	10949
Carnildo	2417	100	0	0	102	21	3	66	23	0	0	3	2735
Cary Bass	4	3	14	17	5	1	1	1	2	0	2	0	50
Casliber	167	106	32	1	283	31	62	125	6	1	0	15	829
Catbar	28	0	0	0	2	1	0	11	0	0	0	0	42
Catfish Jim and the soapdish	637	16	0	0	17	1	0	42	0	3	0	1	717
CatherineMunro	69	13	0	0	0	0	0	3	3	0	0	0	88
Catrope	2	0	0	0	0	0	0	0	0	0	0	6	8
CattleGirl	908	12	0	0	19	3	1	42	7	0	0	0	992
Caulde	2522	84	0	0	423	28	54	892	36	0	0	78	4117
Causa sui	2717	55	33	0	221	59	34	340	25	15	0	1	3500
Cbl62	130	3	0	0	9	0	0	0	0	0	0	0	142
Cbrown1023	3426	78	1	0	404	74	8	206	32	0	0	9	4238
Cburnett	52	18	0	0	6	2	0	14	5	0	0	0	97
Cdc	2188	10	0	0	10	9	0	21	2	0	0	0	2240
Cecropia	39	3	0	0	36	5	0	6	6	0	215	334	644
Cedrus-Libani	101	4	0	0	1	0	0	0	0	0	0	0	106
Celestianpower	745	9	0	0	19	3	0	170	70	0	0	0	1016
Cenarium	1811	81	2	0	398	147	221	140	4	9	0	34	2847
Centrx	17227	406	0	0	1007	947	13	1334	212	0	0	1	21147
Ceranthor	286	2	0	0	0	0	0	114	0	2	0	0	404
CesarB	3606	142	0	0	123	49	0	942	212	0	0	0	5074
Ceyockey	1788	50	0	0	4	0	0	16	2	0	0	0	1860
Chadloder	0	0	0	0	0	0	0	6	0	0	0	0	6
Chairboy	5162	13	0	0	69	8	0	189	14	0	0	0	5455
Chamal N	151	4	0	0	81	5	23	83	2	2	0	5	356
Chancemill	0	0	0	0	1	1	0	2	0	0	0	0	4
Charles Matthews	1993	50	0	0	5	1	0	141	20	0	0	0	2210
CharlieEchoTango	1063	9	21	0	14	2	4	105	1	7	0	3	1229
Chase me ladies, I'm the Cavalry	4318	117	142	34	533	32	60	1396	47	31	0	10	6720
Chaser	2362	133	6	0	341	45	42	895	146	30	0	15	4015
Ched Davis	132	10	3	0	4	1	0	15	4	1	0	6	176
Chell and the cake	0	0	0	0	2	0	0	0	0	0	0	0	2
Chessnotator1967	0	0	0	0	1	0	0	0	0	0	0	0	1
Chick Bowen	4746	223	1	0	87	15	7	142	30	0	0	1	5252
Chillum	1495	27	0	0	61	12	7	742	52	76	0	10	2482
Chmod007	13	2	0	0	2	0	0	1	1	0	0	0	19
Chochopk	27	37	0	0	1	0	0	2	1	0	0	0	68
Choess	26	13	0	0	0	0	0	0	0	0	0	0	39
Cholmes75	4637	10	0	0	26	0	0	112	3	0	0	0	4788
Chris 73	1935	15	0	0	63	8	1	718	30	3	0	0	2773
Chris G	6925	186	2	0	258	16	39	2962	72	232	0	11	10703
Chris Roy	3	0	0	0	0	0	0	1	0	0	0	0	4
ChrisGriswold	1126	16	0	0	51	8	0	210	21	0	0	0	1432
ChrisTheDude	821	20	0	0	8	3	0	24	2	0	0	0	878
Chrislk02	4297	61	0	0	136	21	8	1632	91	12	0	6	6264
Christine (WMF)	1	0	1	0	0	0	0	0	0	0	0	0	2
Christopher Mahan	38	5	0	0	0	0	0	0	0	0	0	0	43
Christopher Parham	747	10	0	0	4	2	0	24	1	0	0	0	788
Christopher Sundita	66	39	0	0	10	4	0	17	2	0	0	0	138
Chuck SMITH	0	1	0	0	0	0	0	0	0	0	0	0	1
Chunky Rice	347	1	0	0	4	3	0	31	2	0	0	0	388
Chuq	217	19	0	0	13	2	1	93	6	0	0	0	351
CieloEstrellado	0	0	0	0	1	0	0	0	0	0	0	0	1
Cimon Avaro	238	10	0	0	2	5	1	4	0	0	6	5	271
Circeus	1754	8	0	0	50	27	0	156	13	0	0	0	2008
Cirt	28893	334	23	0	1236	22	202	9722	70	52	0	24	40578
Citicat	734	19	0	0	24	1	0	36	4	0	0	0	818
Ck lostsword	310	4	0	0	13	1	5	308	16	0	0	0	657
Ckatz	1586	77	133	0	248	7	62	1305	18	43	0	5	3484
Clarkk	23	0	0	0	0	1	0	0	0	0	0	0	24
Cleared as filed	1346	19	0	0	0	0	0	53	2	0	0	0	1420
Climie.ca	0	0	0	0	2	1	0	13	1	1	0	1	19
ClockworkLunch	75	4	0	0	11	1	0	4	0	0	0	0	95
ClockworkSoul	759	46	1	0	39	7	4	223	19	4	0	0	1102
Closedmouth	27047	200	163	0	472	9	102	2986	63	132	0	53	31227
CloudNine	424	15	0	0	24	1	2	32	2	0	0	0	500
ClueBot	0	0	0	0	1	0	0	0	0	0	0	0	1
Cnwb	661	11	0	0	0	0	0	23	2	0	0	0	697
Cobaltbluetony	7311	93	5	0	452	24	9	471	22	5	0	0	8392
Cobi	53	1	0	0	21	0	2	8	4	0	0	4	93
Coelacan	1194	30	0	0	85	10	1	845	53	0	0	0	2218
Coffee	1542	182	4	0	190	10	172	465	18	95	0	14	2692
Coffeedrinker87	0	0	0	0	1	0	0	0	0	0	0	0	1
Cohesion	6799	48	0	0	2	18	1	3	0	0	0	0	6871
Commander Keane	4881	232	1	0	44	22	2	157	29	1	0	13	5382
Connormah	58	14	105	0	94	4	69	640	6	38	0	1	1029
Conscious	13449	65	0	0	2	2	0	56	0	0	0	0	13574
Consumed Crustacean	741	25	0	0	46	3	1	359	36	1	0	0	1212
Conti	466	45	0	0	13	38	3	74	3	0	0	1	643
Cool Hand Luke	959	582	1	0	65	12	21	96	18	0	0	0	1754
Cool3	35	0	0	0	3	2	0	22	1	2	0	3	68
Coralmizu	168	2	0	0	23	1	2	47	2	1	0	0	246
Coredesat	11148	136	0	0	235	25	11	494	60	0	0	0	12109
Coren	917	26	55	1	63	7	8	290	49	10	0	2	1428
Courcelles	71172	967	2340	28	5534	746	932	3100	62	243	0	3551	88675
Cowman109	433	36	0	0	101	43	4	360	44	0	0	0	1021
Craigy144	3099	11	0	0	8	3	1	38	0	0	0	1	3161
Crazycomputers	648	9	21	0	70	15	8	833	54	10	0	4	1672
Crazytales	243	20	5	0	20	2	2	121	30	4	0	0	447
Cremepuff222	176	6	0	0	3	2	1	98	5	0	0	0	291
Croat Canuck	83	3	0	0	1	1	0	5	1	0	0	0	94
Crum375	187	18	1	0	98	7	24	291	13	2	0	0	641
Cryptic	9383	238	0	0	136	15	1	322	21	0	0	0	10116
CryptoDerk	1091	1	0	0	67	9	0	1014	45	0	0	0	2227
Crzrussian	5139	133	0	0	156	28	0	150	13	0	0	0	5619
Cuchullain	463	92	0	0	18	1	4	52	0	0	0	0	630
Curps	5148	166	0	0	461	101	0	26558	1065	0	0	0	33499
Cutler	69	0	0	0	0	0	0	7	0	0	0	0	76
CyborgTosser	2	0	0	0	0	0	0	0	0	0	0	0	2
Cyde	19110	111	0	0	258	32	2	830	168	0	0	0	20511
Cydebot	73556	0	0	0	0	0	0	0	0	0	0	0	73556
Cyp	3	0	0	0	0	0	0	0	0	0	0	0	3
Cyrius	1641	102	0	0	30	13	0	72	8	0	0	0	1866
